Date,Close,High,Low,Open,Volume,Ticker,Industry
2024-02-27,110.1899185180664,110.31853431800639,108.61691105499776,109.4380444397084,6593100,ORCL,Information Technology
2024-02-28,110.4867172241211,110.8230807550945,109.91291262059227,110.07120666896256,5278300,ORCL,Information Technology
2024-02-29,110.4867172241211,111.2385988581287,109.45782855334114,110.4867172241211,12193900,ORCL,Information Technology
2024-03-01,112.56428527832031,112.72257933756171,110.32843075273081,110.4867248119722,7603700,ORCL,Information Technology
2024-03-04,112.84127807617188,113.37550913679509,112.17843876957234,112.3664110542014,6588100,ORCL,Information Technology
2024-03-05,109.75462341308594,111.99047018210352,109.19071408845754,111.61453314830975,8242000,ORCL,Information Technology
2024-03-06,111.07040405273438,111.84207617856967,109.48750138667855,110.30863473927714,6706400,ORCL,Information Technology
2024-03-07,113.316162109375,113.57338617068442,111.09020294481967,112.72257450840208,7670100,ORCL,Information Technology
2024-03-08,111.21881103515625,113.10840665722128,110.34821639155675,112.85118259629668,8304100,ORCL,Information Technology
2024-03-11,112.91053771972656,113.52391584282283,109.99206098518337,110.41746681051814,20438300,ORCL,Information Technology
2024-03-12,126.17726135253906,127.98770242984027,123.2686722529348,124.91093910581709,48536100,ORCL,Information Technology
2024-03-13,124.17884063720703,127.42380083484106,123.49621828146435,126.63234565534476,15870300,ORCL,Information Technology
2024-03-14,124.18872833251953,126.43447792741878,123.60503602282468,125.87056859946125,10965900,ORCL,Information Technology
2024-03-15,124.19861602783203,124.663595323013,122.2397688487,122.7146434080843,17841600,ORCL,Information Technology
2024-03-18,126.43447875976562,127.57218514010138,125.52430308847121,125.84088363348106,12231400,ORCL,Information Technology
2024-03-19,127.80963897705078,127.82942950877083,125.13848328556725,126.38502260825956,10221000,ORCL,Information Technology
2024-03-20,127.8591079711914,129.2936120603529,126.89947097383282,128.5911915927724,8373300,ORCL,Information Technology
2024-03-21,127.63153839111328,131.35137290925908,127.57218189914299,129.12541388586894,17842400,ORCL,Information Technology
2024-03-22,126.42459106445312,127.82942439318076,126.18715752844852,127.63154927540421,6655800,ORCL,Information Technology
2024-03-25,124.73285675048828,126.30586422643728,124.70317850345161,126.30586422643728,7446100,ORCL,Information Technology
2024-03-26,125.11868286132812,125.58366216954343,124.4954095129224,125.3956898837861,7063900,ORCL,Information Technology
2024-03-27,123.93150329589844,126.45425990228624,123.14005571882367,125.96949760088884,8115900,ORCL,Information Technology
2024-03-28,124.26788330078125,124.82189739935546,123.8622604444137,124.05023274837681,6587400,ORCL,Information Technology
2024-04-01,124.13926696777344,124.9208192854844,123.22909130347148,124.19862346079566,4133600,ORCL,Information Technology
2024-04-02,123.01144409179688,123.59514396451048,122.11117121582006,123.17963340636733,4862400,ORCL,Information Technology
2024-04-03,124.89114379882812,125.05933311256693,122.73443644614734,122.93230400705309,7430000,ORCL,Information Technology
2024-04-04,122.86305236816406,126.62244545455103,122.70475831928427,126.23661314525113,7588300,ORCL,Information Technology
2024-04-05,123.56546783447266,124.6537130259174,122.81358618218094,123.0905932256895,4898100,ORCL,Information Technology
2024-04-08,123.0213394165039,123.78311632134472,122.43764709138303,123.66439578415667,6119200,ORCL,Information Technology
2024-04-09,122.30674743652344,123.81535605831672,120.331651334767,123.41835139819194,5564900,ORCL,Information Technology
2024-04-10,120.83782958984375,122.15786683514285,120.41105091550772,120.4408249391675,4509900,ORCL,Information Technology
2024-04-11,122.31666564941406,122.89232202132983,120.45075361229819,120.80805704505735,7315200,ORCL,Information Technology
2024-04-12,120.2026138305664,120.92714024533915,119.51778106210374,120.82789098509765,6189600,ORCL,Information Technology
2024-04-15,118.9818344116211,121.55243359598317,118.54513612112912,121.26460542029885,5101500,ORCL,Information Technology
2024-04-16,119.71629333496094,120.5301494265281,118.85280882459445,119.19025784128236,7000000,ORCL,Information Technology
2024-04-17,117.78089141845703,120.13313748286853,117.72134337730813,120.07358944171965,5366600,ORCL,Information Technology
2024-04-18,115.13089752197266,117.87022099703107,114.8331421719019,117.87022099703107,6662400,ORCL,Information Technology
2024-04-19,114.01929473876953,115.89513389803629,113.6024432749844,115.25000987789754,8250300,ORCL,Information Technology
2024-04-22,113.67192077636719,115.46835752899797,113.48334186519067,115.16068252422266,7125500,ORCL,Information Technology
2024-04-23,114.22771453857422,114.99194975472561,113.89026553462509,114.30711697676223,5494800,ORCL,Information Technology
2024-04-24,114.4758529663086,114.86293799826055,113.0267923990149,114.51555418938659,5791800,ORCL,Information Technology
2024-04-25,114.02922058105469,114.128469846647,111.93502851645262,112.7786586323376,6796600,ORCL,Information Technology
2024-04-26,116.33184051513672,118.31685615243396,115.27978465048398,116.16311600330255,8355100,ORCL,Information Technology
2024-04-29,115.61723327636719,116.43108938196961,114.42622692698004,116.11348718398412,4994100,ORCL,Information Technology
2024-04-30,112.89776611328125,114.65450164761272,112.83821806635831,114.22772297611931,6234700,ORCL,Information Technology
2024-05-01,113.77116394042969,115.88521035517957,112.79851055780524,113.05656470047911,5583600,ORCL,Information Technology
2024-05-02,114.09869384765625,114.942323948927,113.40394142831175,114.36667518957017,5001000,ORCL,Information Technology
2024-05-03,114.93241119384766,115.33933547172325,114.20787713701796,115.11106290839237,4485000,ORCL,Information Technology
2024-05-06,117.453369140625,117.47322353702903,115.30955623523697,115.45843391933295,6052400,ORCL,Information Technology
2024-05-07,117.04644012451172,118.23744640441133,116.41123576560084,117.11591536463531,6437700,ORCL,Information Technology
2024-05-08,116.510498046875,117.09608162669812,116.23259705532534,116.82810026182233,4636000,ORCL,Information Technology
2024-05-09,115.76611328125,116.84795075907961,115.62716279011354,116.5104941575812,3236200,ORCL,Information Technology
2024-05-10,115.79588317871094,116.74868975779644,115.04158270291423,116.27229025437047,4122500,ORCL,Information Technology
2024-05-13,115.49813842773438,116.31199454209533,115.32940634243116,116.25243892342147,4140000,ORCL,Information Technology
2024-05-14,119.96441650390625,121.6318298550861,115.25992423707855,115.6271548368132,17811200,ORCL,Information Technology
2024-05-15,120.71871948242188,121.17527215605983,118.77340512735138,119.26965902116223,6604600,ORCL,Information Technology
2024-05-16,121.24475860595703,121.53257920943192,120.30187163610469,121.02640567457578,5159300,ORCL,Information Technology
2024-05-17,122.57470703125,122.65410946852523,121.1653478446639,122.25710485438225,6179400,ORCL,Information Technology
2024-05-20,123.58706665039062,123.74587153142592,122.31665789104225,122.87246740243229,5989000,ORCL,Information Technology
2024-05-21,123.69624328613281,124.42077730546157,122.991563663078,123.52751877897184,5549500,ORCL,Information Technology
2024-05-22,123.66647338867188,124.22228291937789,122.37621776047077,123.69624741184235,5705000,ORCL,Information Technology
2024-05-23,123.16029357910156,125.75073963357033,122.2372685621312,125.60186951614534,6108600,ORCL,Information Technology
2024-05-24,121.9891357421875,122.58463889997665,120.51029368746035,122.49530926157986,7166100,ORCL,Information Technology
2024-05-28,123.55729675292969,123.88482615182367,122.08838941548461,122.31666197430133,6911400,ORCL,Information Technology
2024-05-29,122.81291198730469,122.99156369264558,121.85017821809173,122.06853114375654,4735100,ORCL,Information Technology
2024-05-30,116.21273803710938,120.53015315008687,116.15318999049742,119.26966396708609,10851600,ORCL,Information Technology
2024-05-31,116.3119888305664,116.54026137886656,113.69176890459602,115.71647810647308,12755600,ORCL,Information Technology
2024-06-03,118.38632202148438,118.43595043738007,116.46085458267477,116.64943347639867,7256300,ORCL,Information Technology
2024-06-04,119.17041015625,119.46816552242784,117.83052615291676,118.12827394686109,7368000,ORCL,Information Technology
2024-06-05,121.71123504638672,121.87003993722459,119.6071232484228,120.73858159282369,5973700,ORCL,Information Technology
2024-06-06,122.57470703125,123.33893466638288,121.33407234469888,121.9593495007167,7347200,ORCL,Information Technology
2024-06-07,124.97657775878906,125.27433312148833,122.34643062905702,123.2793903647635,11545000,ORCL,Information Technology
2024-06-10,123.56722259521484,125.99886370574528,123.12059710870392,124.78801053576966,10190400,ORCL,Information Technology
2024-06-11,122.95186614990234,123.89475312327254,121.37378234905071,123.12059823438429,18373900,ORCL,Information Technology
2024-06-12,139.3282470703125,139.90390340032818,132.95634893695316,133.68087537625442,40871300,ORCL,Information Technology
2024-06-13,138.80223083496094,141.33311377252758,137.73032052452967,139.3778720689356,13733200,ORCL,Information Technology
2024-06-14,137.0950927734375,138.92130329779033,136.35071200209595,138.21661617068884,11330800,ORCL,Information Technology
2024-06-17,140.2512664794922,140.38029733207154,137.21419521467263,137.7600775012011,11232800,ORCL,Information Technology
2024-06-18,143.55633544921875,143.97318693071486,140.16196040463504,140.16196040463504,11629400,ORCL,Information Technology
2024-06-20,141.83929443359375,144.23124188483158,140.8864802746327,144.23124188483158,8940000,ORCL,Information Technology
2024-06-21,140.43984985351562,142.64321832072528,139.38779403744496,142.64321832072528,14930900,ORCL,Information Technology
2024-06-24,138.84190368652344,140.4696157338249,138.0776685052976,138.9510801409843,7793300,ORCL,Information Technology
2024-06-25,138.12730407714844,138.50446187473153,136.52936596694985,137.95857957414196,8469600,ORCL,Information Technology
2024-06-26,137.19435119628906,139.6954751336262,137.04548108164232,138.44492073719132,8036300,ORCL,Information Technology
2024-06-27,139.12974548339844,140.36046069010382,137.77001455226159,138.20672043672053,7518200,ORCL,Information Technology
2024-06-28,140.14210510253906,141.74997811446647,138.22657222532794,138.39529674214438,25814800,ORCL,Information Technology
2024-07-01,142.01792907714844,142.98066279782913,140.01307434360822,140.6284242970249,6552400,ORCL,Information Technology
2024-07-02,142.20652770996094,143.13948753945658,141.48200119864833,141.56140364631483,5920500,ORCL,Information Technology
2024-07-03,143.2982940673828,143.5662602937832,142.42488227756917,142.67300925017818,3560800,ORCL,Information Technology
2024-07-05,143.7449188232422,144.6977179120814,142.9409898593877,143.86401492322997,5365500,ORCL,Information Technology
2024-07-08,143.94338989257812,144.14188840282054,142.35537152170758,143.67540857429478,8622600,ORCL,Information Technology
2024-07-09,139.6259765625,144.60836947821238,136.96606318449253,144.04264796192032,14334200,ORCL,Information Technology
2024-07-10,141.00558471679688,141.31325969924785,138.69303981891915,140.06269022932892,6350300,ORCL,Information Technology
2024-07-11,142.0904541015625,142.80707853655775,141.01551744906962,141.69233616533214,5245100,ORCL,Information Technology
2024-07-12,144.09103393554688,144.44934614548063,140.5974860918864,142.04069775151362,7361800,ORCL,Information Technology
2024-07-15,142.39901733398438,145.90249780447462,141.25440165457846,145.04653054682873,8687800,ORCL,Information Technology
2024-07-16,141.941162109375,142.82698741687565,141.3837909298994,142.39901139950175,7181500,ORCL,Information Technology
